,NDVI,Elevation,Slope,Deforestation
0,0.8594950603732162,0.0,0.0,0
1,0.8845004978426817,0.0,0.0,0
2,0.9067599067599068,0.0,0.0,0
3,0.8834437086092716,278.0,1.5,0
4,0.8558526651319285,0.0,0.0,0
5,0.8871096877502002,0.0,0.0,0
6,0.8679057417855958,0.0,0.0,0
7,0.8668154761904762,0.0,0.0,0
8,0.8926958544038507,0.0,0.0,0
9,0.8564593301435407,0.0,0.0,0
10,0.8816749903956973,0.0,0.0,0
11,0.8679706601466992,0.0,0.0,0
12,0.8594982078853046,0.0,0.0,0
13,0.8763523956723338,0.0,0.0,0
14,0.883538633818589,0.0,0.0,0
15,0.8897108271687962,0.0,0.0,0
16,0.8303886925795053,0.0,0.0,0
17,0.8899192342207598,0.0,0.0,0
18,0.8155353797377144,0.0,0.0,0
19,0.5928207875703188,0.0,0.0,0
20,0.8686071817192601,0.0,0.0,0
21,0.8543933054393306,0.0,0.0,0
22,0.8809782608695652,0.0,0.0,0
23,0.8752376015206498,0.0,0.0,0
24,0.8678582827960422,0.0,0.0,0
25,0.8783672120310693,0.0,0.0,0
26,0.8695652173913043,362.0,-0.5,0
27,0.8678131849603776,0.0,0.0,0
28,0.8365425759520753,0.0,0.0,0
29,0.8608113137327875,0.0,0.0,0
30,0.8859079356114092,249.9999999999818,-3.500000000010914,0
31,0.8847818847818848,0.0,0.0,0
32,0.8664069023100474,0.0,0.0,0
33,0.62668280139162,0.0,0.0,0
34,0.8850787766450418,0.0,0.0,0
35,0.8545688545688546,0.0,0.0,0
36,0.8481848184818482,0.0,0.0,0
37,0.8707613563659629,0.0,0.0,0
38,0.8394566224143254,0.0,0.0,0
39,0.8862876254180602,0.0,0.0,0
40,0.8324348607367476,0.0,0.0,0
41,0.8141902640789055,262.00000000000364,0.5,0
42,0.8709147084667933,0.0,0.0,0
43,0.8439218081857056,0.0,0.0,0
44,0.8459474294078185,0.0,0.0,0
45,0.8702091922430906,276.0,1.5,0
46,0.7828863346104725,0.0,0.0,0
47,0.8843878015475649,0.0,0.0,0
48,0.8212449781848028,0.0,0.0,0
49,0.8504458373797122,0.0,0.0,0
50,0.8769351747186316,340.0,0.5,0
51,0.8493679308050566,0.0,0.0,0
52,0.8817250213492741,0.0,0.0,0
53,0.8175438596491228,0.0,0.0,0
54,0.8618166164442531,0.0,0.0,0
55,0.8349273822174991,0.0,0.0,0
56,0.8648239685261777,0.0,0.0,0
57,0.7581274382314694,0.0,0.0,0
58,0.8694410444716443,0.0,0.0,0
59,0.8605408927989573,0.0,0.0,0
60,0.8746898263027295,0.0,0.0,0
61,0.8752475247524752,0.0,0.0,0
62,0.8984498576399873,0.0,0.0,0
63,0.8570966698997737,0.0,0.0,0
64,0.8630691399662732,0.0,0.0,0
65,0.8881643299641343,0.0,0.0,0
66,0.8856366928183464,0.0,0.0,0
67,0.8831484987827969,0.0,0.0,0
68,0.8585620474827412,290.0,2.0,0
69,0.8652556267700104,0.0,0.0,0
70,0.8193527612300757,0.0,0.0,0
71,0.8827254460208245,0.0,0.0,0
72,0.8666413373860182,0.0,0.0,0
73,0.8105228651040813,0.0,0.0,0
74,0.8749562171628722,0.0,0.0,0
75,0.8764921215979627,0.0,0.0,0
76,0.8736128236744759,0.0,0.0,0
77,0.8738103630595699,0.0,0.0,0
78,0.8825424721734036,0.0,0.0,0
79,0.8771100607697502,0.0,0.0,0
80,0.8563810878066122,0.0,0.0,0
81,0.8519402985074627,0.0,0.0,0
82,0.8444444444444444,262.0000000000168,-3.0000000000336513,0
83,0.8844911147011308,0.0,0.0,0
84,0.8993701370878103,0.0,0.0,0
85,0.8256461397822654,0.0,0.0,0
86,0.8416,0.0,0.0,0
87,0.8820928518791452,0.0,0.0,0
88,0.8562037797863599,0.0,0.0,0
89,0.8757846052196895,0.0,0.0,0
90,0.8624133148404993,0.0,0.0,0
91,0.8796185935637664,0.0,0.0,0
92,0.8566805362921868,0.0,0.0,0
93,,0.0,0.0,0
94,0.8979988633304418,0.0,0.0,0
95,0.8689046447692085,231.0,-5.5,0
96,0.8478405315614618,0.0,0.0,0
97,0.8700778642936597,0.0,0.0,0
98,0.8729689807976366,0.0,0.0,0
99,0.8968644726613112,0.0,0.0,0
100,0.8812727560550895,0.0,0.0,0
101,0.8839631062183874,329.99999999999636,-1.499999999998181,0
102,0.8746736292428199,0.0,0.0,0
103,0.8915448709192734,0.0,0.0,0
104,0.8807739236534774,0.0,0.0,0
105,0.8479576399394856,0.0,0.0,0
106,0.8540197461212976,238.0,-5.5,0
107,0.859375,0.0,0.0,0
108,0.8814463544754001,0.0,0.0,0
109,0.8589951377633711,0.0,0.0,0
110,0.87509130752374,0.0,0.0,0
111,0.8554583491821985,0.0,0.0,0
112,0.8891571323606592,0.0,0.0,0
113,0.8796847354029275,0.0,0.0,0
114,0.8719864176570459,0.0,0.0,0
115,0.8579938818225729,0.0,0.0,0
116,0.8639036684402128,0.0,0.0,0
117,0.8624999999999999,0.0,0.0,0
118,0.8746736292428199,244.0,1.5,0
119,0.8856975381008206,0.0,0.0,0
120,0.8637268847795163,269.9999999999709,-0.4999999999854481,0
121,0.8526812021213906,0.0,0.0,0
122,0.8682186372609081,0.0,0.0,0
123,0.8707950388150263,0.0,0.0,0
124,0.8674062180703547,0.0,0.0,0
125,0.8870199936528086,0.0,0.0,0
126,0.8148622677770659,274.99999999997135,3.499999999971351,0
127,0.8642616936716601,0.0,0.0,0
128,0.866137828458106,0.0,0.0,0
129,0.8861586314152411,0.0,0.0,0
130,0.8836328729134447,0.0,0.0,0
131,0.7813267813267813,0.0,0.0,0
132,0.8867924528301887,0.0,0.0,0
133,0.8800342253562684,0.0,0.0,0
134,0.8538130798823264,0.0,0.0,0
135,0.8752625626110841,0.0,0.0,0
136,0.8139013452914798,0.0,0.0,0
137,0.8426323319027181,0.0,0.0,0
138,0.9081226741947902,0.0,0.0,0
139,0.862705740666399,0.0,0.0,0
140,0.8845905867182463,0.0,0.0,0
141,0.884290807346902,0.0,0.0,0
142,0.8465179175118324,284.0,0.500000000003638,0
143,0.7974811083123425,0.0,0.0,0
144,0.8768294450079699,0.0,0.0,0
145,0.873247335950645,0.0,0.0,0
146,0.8789252185173195,0.0,0.0,0
147,0.9055851063829787,0.0,0.0,0
148,0.8622095393395842,0.0,0.0,0
149,0.8514492753623188,0.0,0.0,0
150,0.8472144587292715,249.0,2.5,0
151,0.8469762779819578,0.0,0.0,0
152,0.8754253587808848,0.0,0.0,0
153,0.844578313253012,296.0,6.499999999990905,0
154,0.8736592592592594,0.0,0.0,0
155,0.8685909608811242,0.0,0.0,0
156,0.8829682902909447,0.0,0.0,0
157,0.877476686780033,0.0,0.0,0
158,0.8595073133179368,0.0,0.0,0
159,0.8880809358204237,0.0,0.0,0
160,0.8656693158796945,0.0,0.0,0
161,0.7813765182186235,0.0,0.0,0
162,0.8772218564845293,0.0,0.0,0
163,0.8547085201793722,0.0,0.0,0
164,0.8697050938337801,0.0,0.0,0
165,0.8643702906350915,0.0,0.0,0
166,0.8223583460949464,0.0,0.0,0
167,0.8823157228725087,0.0,0.0,0
168,0.8633575647432985,0.0,0.0,0
169,0.8478764478764479,308.0,-3.0,0
170,0.463768115942029,0.0,0.0,0
171,0.8702702702702703,0.0,0.0,0
172,0.877502240812668,0.0,0.0,0
173,0.8643002984136956,0.0,0.0,0
174,0.8838174273858921,0.0,0.0,0
175,0.8315907918796005,0.0,0.0,0
176,0.8392857142857143,0.0,0.0,0
177,0.8926120306822769,0.0,0.0,0
178,0.887315546281115,314.99999999998545,-4.00000000005366,0
179,0.8526395746297,0.0,0.0,0
180,0.8832790445168295,0.0,0.0,0
181,0.8601045002528231,0.0,0.0,0
182,0.8624028164881913,0.0,0.0,0
183,0.8632478632478633,0.0,0.0,0
184,0.8694090760692131,0.0,0.0,0
185,0.8463810930576071,0.0,0.0,0
186,0.870722433460076,0.0,0.0,0
187,0.8576281655342805,0.0,0.0,0
188,0.8456603773584905,0.0,0.0,0
189,0.873767258382643,0.0,0.0,0
190,0.8698683191324554,0.0,0.0,0
191,0.866481223922114,0.0,0.0,0
192,0.879467680608365,0.0,0.0,0
193,0.8695258230141951,0.0,0.0,0
194,0.8010634970284641,0.0,0.0,0
195,0.8626135017765495,0.0,0.0,0
196,0.8800232964472918,0.0,0.0,0
197,0.8936895963615691,0.0,0.0,0
198,0.7879161528976573,0.0,0.0,0
199,0.8452361760438497,0.0,0.0,0
200,0.8353485978904039,214.9999999999427,-4.297362465877086e-11,0
201,0.8883153449084936,0.0,0.0,0
202,0.8737206909622569,0.0,0.0,0
203,0.8795394154118689,0.0,0.0,0
204,0.8398236590742102,0.0,0.0,0
205,0.7429048414023373,0.0,0.0,0
206,0.8441176470588235,0.0,0.0,0
207,0.8891120932101245,0.0,0.0,0
208,0.8391439420089748,0.0,0.0,0
209,0.8618307426597582,312.99999999999636,-1.000000000001819,0
210,0.8424448217317487,0.0,0.0,0
211,0.8724659049023221,0.0,0.0,0
212,0.887292817679558,0.0,0.0,0
213,0.8704206241519674,0.0,0.0,0
214,0.8903775883069428,0.0,0.0,0
215,0.9020979020979021,0.0,0.0,0
216,0.8936855670103093,0.0,0.0,0
217,0.8598035895699289,0.0,0.0,0
218,0.8628818061088978,0.0,0.0,0
219,0.8531636229477956,0.0,0.0,0
220,0.8881548624980796,0.0,0.0,0
221,0.8692133376497249,0.0,0.0,0
222,0.8485325231921013,0.0,0.0,0
223,0.9035853363770646,0.0,0.0,0
224,0.8474882544271775,0.0,0.0,0
225,0.8999374609130707,0.0,0.0,0
226,0.8846047920683008,320.0000000000532,-10.499999999973397,0
227,0.8785885167464115,0.0,0.0,0
228,0.8880462260743951,0.0,0.0,0
229,0.8859416445623343,0.0,0.0,0
230,0.883437717466945,0.0,0.0,0
231,0.8639642734455514,0.0,0.0,0
232,0.8795639383976467,0.0,0.0,0
233,0.8807810894141829,0.0,0.0,0
234,0.8786634310248274,0.0,0.0,0
235,0.5936585096392863,0.0,0.0,0
236,0.8984423676012461,0.0,0.0,0
237,0.8891919046935554,0.0,0.0,0
238,0.8757176629517055,0.0,0.0,0
239,0.8418550337809659,0.0,0.0,0
240,0.8771117507195595,0.0,0.0,0
241,0.5381679389312977,0.0,0.0,0
242,0.8407924573338106,288.0,1.0,0
243,0.9016426483926232,0.0,0.0,0
244,0.8705066218204751,0.0,0.0,0
245,0.8769996445076431,0.0,0.0,0
246,0.8472235272009772,0.0,0.0,0
247,0.8932137840801955,0.0,0.0,0
248,0.8863659927423536,0.0,0.0,0
249,0.8813131313131313,0.0,0.0,0
250,0.8712388478605139,0.0,0.0,0
251,0.8862471935985263,0.0,0.0,0
252,0.874195435927443,0.0,0.0,0
253,0.8874215198094826,0.0,0.0,0
254,0.8203787614732195,0.0,0.0,0
255,0.885165852837178,0.0,0.0,0
256,0.8718574307839184,0.0,0.0,0
257,0.8740053050397878,0.0,0.0,0
258,0.8832908163265306,0.0,0.0,0
259,0.8593003249856624,414.99999999995634,3.499999999970896,0
260,0.8763812154696132,0.0,0.0,0
261,0.8792181270057376,0.0,0.0,0
262,0.8347107438016529,0.0,0.0,0
263,0.8897678980058843,0.0,0.0,0
264,0.8472880463401791,0.0,0.0,0
265,0.8864373783257625,0.0,0.0,0
266,0.8502024291497976,0.0,0.0,0
267,0.8680926916221033,299.0000000000182,3.999999999991587,0
268,0.8685015290519877,0.0,0.0,0
269,0.8841490794791199,0.0,0.0,0
270,0.8628564596161894,279.0,-3.5,0
271,0.8586345381526105,0.0,0.0,0
272,0.8134458672875436,236.0,0.0,0
273,0.8724127735068008,0.0,0.0,0
274,0.858303497659047,0.0,0.0,0
275,0.888783570300158,0.0,0.0,0
276,0.7877127199307759,0.0,0.0,0
277,0.8620006602839221,239.0,-1.5,0
278,0.8477489768076398,390.0,10.0,0
279,0.8645195634815012,0.0,0.0,0
280,0.857195708472068,0.0,0.0,0
281,0.8743654822335025,0.0,0.0,0
282,0.6331957817514902,0.0,0.0,0
283,0.5801791389771742,0.0,0.0,0
284,0.8595988538681948,0.0,0.0,0
285,0.8800347725297015,0.0,0.0,0
286,0.8677126047423783,0.0,0.0,0
287,0.857192135219041,0.0,0.0,0
288,0.8605664488017429,305.0,0.5,0
289,0.8700587084148728,0.0,0.0,0
290,0.8548387096774194,0.0,0.0,0
291,0.8722442057659695,0.0,0.0,0
292,0.8778029212096277,0.0,0.0,0
293,0.8758265980896399,0.0,0.0,0
294,0.8685139907633795,296.0,2.0,0
295,0.845642540620384,0.0,0.0,0
296,0.8683823529411765,0.0,0.0,0
297,0.8678829820698333,247.0,-0.999999999994543,0
298,0.8721017202692596,0.0,0.0,0
299,0.8816920026437541,0.0,0.0,0
300,0.864065340991082,0.0,0.0,0
301,0.9048074623295862,0.0,0.0,0
302,0.8785827127059355,0.0,0.0,0
303,0.8772252915899325,0.0,0.0,0
304,0.8674560105245848,0.0,0.0,0
305,0.8673018033344675,0.0,0.0,0
306,0.8774860779634049,0.0,0.0,0
307,0.8841600901916573,0.0,0.0,0
308,0.8629667694415896,0.0,0.0,0
309,0.7739391663537364,0.0,0.0,0
310,0.8817370363584012,0.0,0.0,0
311,0.8949008498583569,0.0,0.0,0
312,0.8741865509761388,0.0,0.0,0
313,0.8874098724348308,0.0,0.0,0
314,0.8578290105667628,0.0,0.0,0
315,0.87692996196017,0.0,0.0,0
316,0.8809980806142035,0.0,0.0,0
317,0.8586182336182336,0.0,0.0,0
318,0.8761851645287229,0.0,0.0,0
319,0.8475240470252939,0.0,0.0,0
320,0.8657393407922589,0.0,0.0,0
321,0.8514623726585606,0.0,0.0,0
322,0.8919808990614194,0.0,0.0,0
323,0.8807049254405784,0.0,0.0,0
324,0.8901164526724396,0.0,0.0,0
325,0.8809278350515464,0.0,0.0,0
326,0.8876404494382022,0.0,0.0,0
327,0.8654797230464887,0.0,0.0,0
328,0.55262772654077,0.0,0.0,0
329,0.873295204575451,0.0,0.0,0
330,0.8718639262934089,310.0,1.8189894035458565e-12,0
331,0.8887685084868183,0.0,0.0,0
332,0.875,0.0,0.0,0
333,0.8748524203069658,265.9999999999741,1.5,0
334,0.8264474832702937,0.0,0.0,0
335,0.8683569809419864,0.0,0.0,0
336,0.8914604948124502,0.0,0.0,0
337,0.8545566597334566,262.0,1.0,0
338,0.8480104370515329,256.0,-3.0,0
339,0.8748440007131396,0.0,0.0,0
340,0.8762739138208474,0.0,0.0,0
341,0.8738656987295825,0.0,0.0,0
342,0.8510786360473208,0.0,0.0,0
343,0.8794279839237312,0.0,0.0,0
344,0.8416006669445603,0.0,0.0,0
345,0.8825194621372965,0.0,0.0,0
346,0.8524248735495388,0.0,0.0,0
347,0.6651708664135313,0.0,0.0,0
348,0.8658489842851668,0.0,0.0,0
349,0.8727868852459016,0.0,0.0,0
350,0.8722288279678628,0.0,0.0,0
351,0.8884313349932964,406.0000000000841,9.500000000033651,0
352,0.8612546125461255,0.0,0.0,0
353,0.8742650384441429,0.0,0.0,0
354,0.8663725181216514,250.0,-2.0,0
355,0.8611875101116324,0.0,0.0,0
356,0.8248374957235717,0.0,0.0,0
357,0.8621281464530892,0.0,0.0,0
358,0.8751835535976505,0.0,0.0,0
359,0.8444569078332399,0.0,0.0,0
360,0.7782572614107884,0.0,0.0,0
361,0.8617664100653919,0.0,0.0,0
362,0.8758797184900832,0.0,0.0,0
363,0.8932217573221757,0.0,0.0,0
364,0.868788386376326,0.0,0.0,0
365,0.9004252472645612,0.0,0.0,0
366,0.8407038666357953,0.0,0.0,0
367,0.8331242158092849,0.0,0.0,0
368,0.8653170251651905,0.0,0.0,0
369,0.8733096085409253,0.0,0.0,0
370,0.8721377120106784,0.0,0.0,0
371,0.8751651254953765,0.0,0.0,0
372,0.8675721561969439,0.0,0.0,0
373,0.8670132120424519,0.0,0.0,0
374,0.8316652994257588,0.0,0.0,0
375,0.8742209631728045,0.0,0.0,0
376,0.8698184309695101,0.0,0.0,0
377,0.8692798021120731,336.00000000001273,-1.499999999987267,0
378,0.8640973630831643,0.0,0.0,0
379,0.8448555663745537,0.0,0.0,0
380,0.8669609079445145,0.0,0.0,0
381,0.8902743142144638,0.0,0.0,0
382,0.8709882427708929,0.0,0.0,0
383,0.8662592126550422,278.000000000025,1.9999999999893134,0
384,0.879378837125316,0.0,0.0,0
385,0.8707477044162657,0.0,0.0,0
386,0.865414710485133,0.0,0.0,0
387,0.8518298125557869,0.0,0.0,0
388,0.8530539982295663,0.0,0.0,0
389,0.8599624060150376,0.0,0.0,0
390,0.8703308431163287,0.0,0.0,0
391,0.8261765716248711,0.0,0.0,0
392,0.8163972286374134,0.0,0.0,0
393,0.8432108027006752,0.0,0.0,0
394,0.8766066838046273,0.0,0.0,0
395,0.8573206138531729,0.0,0.0,0
396,0.8824152542372882,0.0,0.0,0
397,0.6558379373848987,0.0,0.0,0
398,0.8481387187779537,0.0,0.0,0
399,0.828113063407181,0.0,0.0,0
400,0.8633312995729103,0.0,0.0,0
401,0.9079100221776322,0.0,0.0,0
402,0.8450517378615017,0.0,0.0,0
403,0.8429959260419931,0.0,0.0,0
404,0.8344708558876599,0.0,0.0,0
405,0.891674127126231,0.0,0.0,0
406,0.8430545795268213,0.0,0.0,0
407,0.8736153985836208,0.0,0.0,0
408,0.8859299643531139,0.0,0.0,0
409,0.8983354673495518,0.0,0.0,0
410,0.8259281801582471,0.0,0.0,0
411,0.8739235273854633,0.0,0.0,0
412,0.8408524144184992,0.0,0.0,0
413,0.8871884564932225,0.0,0.0,0
414,0.7928345113331708,0.0,0.0,0
415,0.8683151236342725,0.0,0.0,0
416,0.8411222318543621,0.0,0.0,0
417,0.8762052877138413,0.0,0.0,0
418,0.7961213326703133,273.0,-8.0,0
419,0.8712725125479776,0.0,0.0,0
420,0.8917596697752638,0.0,0.0,0
421,0.882132834424696,0.0,0.0,0
422,0.830289193302892,0.0,0.0,0
423,0.8764145324597975,0.0,0.0,0
424,0.8927294398092968,0.0,0.0,0
425,0.8611481975967957,269.0,-0.999999999994543,0
426,0.8253364540667056,0.0,0.0,0
427,0.87823585810163,0.0,0.0,0
428,0.8888026894233255,0.0,0.0,0
429,0.8378534333525678,0.0,0.0,0
430,0.8936493467031298,0.0,0.0,0
431,0.8831967213114754,0.0,0.0,0
432,0.8495762711864406,291.0,-1.5,0
433,0.8918590522478737,0.0,0.0,0
434,0.8543046357615894,0.0,0.0,0
435,0.8991651661483058,0.0,0.0,0
436,0.8702763677382966,0.0,0.0,0
437,0.8672875436554133,264.0000000000109,3.499999999992724,0
438,0.8708674597955401,279.0,0.0,0
439,0.8727846036751115,0.0,0.0,0
440,0.8621472591631528,0.0,0.0,0
441,0.8600693350141821,0.0,0.0,0
442,0.8525735294117647,0.0,0.0,0
443,0.8813996316758748,0.0,0.0,0
444,0.8871854208851605,0.0,0.0,0
445,0.8626653854682532,0.0,0.0,0
446,0.8684910996506406,0.0,0.0,0
447,0.8863499699338545,0.0,0.0,0
448,0.8949695964621338,0.0,0.0,0
449,0.8873668188736682,0.0,0.0,0
450,0.5437972432192085,0.0,0.0,0
451,0.8706542056074766,295.99999999997544,6.139089236967266e-12,0
452,0.8566308243727598,0.0,0.0,0
453,0.8749319542732716,0.0,0.0,0
454,0.8410504492052523,242.99999999992178,-1.9999999999608917,0
455,0.8873774122113255,0.0,0.0,0
456,0.8535442296426479,0.0,0.0,0
457,0.8570512641819754,255.0,-2.0,0
458,0.8537313432835821,0.0,0.0,0
459,0.854486973303313,309.0,1.999999999998181,0
460,0.8682352941176471,329.0000000000473,11.5,0
461,0.8646570286065826,0.0,0.0,0
462,0.8465332051657124,0.0,0.0,0
463,0.8587740384615384,0.0,0.0,0
464,0.8641594162222845,0.0,0.0,0
465,0.5590952532653711,0.0,0.0,0
466,0.8937753721244925,0.0,0.0,0
467,0.8486646884272997,0.0,0.0,0
468,0.8870728083209509,215.9999999998281,1.500000000028649,0
469,0.8569409103760249,0.0,0.0,0
470,0.8785693683299682,0.0,0.0,0
471,0.8637729549248748,0.0,0.0,0
472,0.8375545851528384,0.0,0.0,0
473,0.8592072119846215,362.0,5.0,0
474,0.8677484787018256,0.0,0.0,0
475,0.8636048064085446,0.0,0.0,0
476,0.875453446191052,0.0,0.0,0
477,0.8454846727423364,0.0,0.0,0
478,0.8406701708278581,0.0,0.0,0
479,0.8587390263367917,0.0,0.0,0
480,0.8453541260558805,0.0,0.0,0
481,0.839426523297491,0.0,0.0,0
482,0.8385735891108811,0.0,0.0,0
483,0.8508007867378478,275.0,-3.5,0
484,0.8508899647644187,0.0,0.0,0
485,0.844328429046037,0.0,0.0,0
486,0.8535898639136555,0.0,0.0,0
487,0.8796890841500506,0.0,0.0,0
488,0.8826223876324076,0.0,0.0,0
489,0.8867117919486996,0.0,0.0,0
490,0.8913770913770914,0.0,0.0,0
491,0.8883934484128737,0.0,0.0,0
492,0.8754379135850525,0.0,0.0,0
493,0.8686652391149179,0.0,0.0,0
494,0.8728179551122195,0.0,0.0,0
495,0.8606658446362515,0.0,0.0,0
496,0.8786692759295499,0.0,0.0,0
497,0.8784110535405872,0.0,0.0,0
498,0.8757838160644968,0.0,0.0,0
499,0.8773494743548901,0.0,0.0,0
